ExpenditureKey,ThaiExpenditureName,EnglishExpenditureName,ExpenditureGroup1Key,ThaiExpenditureGroup1Name,EnglishExpenditureGroup1Name,ExpenditureGroup2Key,ThaiExpenditureGroup2Name,EnglishExpenditureGroup2Name,ExpenditureGroup3Key,ThaiExpenditureGroup3Name,EnglishExpenditureGroup3Name,ExpenditureGroup4Key,ThaiExpenditureGroup4Name,EnglishExpenditureGroup4Name,ExpenditureGroup5Key,ThaiExpenditureGroup5Name,EnglishExpenditureGroup5Name
EG3025BC,อื่น ๆ หญิง (อายุตั้งแต่ 13 ปีขึ้นไป) (สิ่งของ),Female (age 13 yrs and over): Others (in-kind),EG3025BC,อื่น ๆ หญิง (อายุตั้งแต่ 13 ปีขึ้นไป) (สิ่งของ),Female (age 13 yrs and over): Others (in-kind),EG30BC,เสื้อ กระโปรง และกางเกงทุกประเภท (สิ่งของ),"Clothes, skirts and trousers/ pants (in-kind)",EGA_401,เสื้อ กระโปรง และกางเกงทุกประเภท,"Clothes, skirts and trousers/pants",EGA_4,ค่าใช้จ่ายเกี่ยวกับผ้า เสื้อผ้า และเครื่องแต่งกาย,"Cloth, clothes and clothing material",EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG3026A,ชุดเด็กอ่อน (อายุต่ำกว่า 1 ปี) (ตัวเงิน),Baby series (aged less than 1 year) (cash),EG3026A,ชุดเด็กอ่อน (อายุต่ำกว่า 1 ปี) (ตัวเงิน),Baby series (aged less than 1 year) (cash),EG30A,เสื้อ กระโปรง และกางเกงทุกประเภท (ตัวเงิน),"Clothes, skirts and trousers/ pants (cash)",EGA_401,เสื้อ กระโปรง และกางเกงทุกประเภท,"Clothes, skirts and trousers/pants",EGA_4,ค่าใช้จ่ายเกี่ยวกับผ้า เสื้อผ้า และเครื่องแต่งกาย,"Cloth, clothes and clothing material",EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG3026BC,ชุดเด็กอ่อน (อายุต่ำกว่า 1 ปี) (สิ่งของ),Baby series (aged less than 1 year) (in-kind),EG3026BC,ชุดเด็กอ่อน (อายุต่ำกว่า 1 ปี) (สิ่งของ),Baby series (aged less than 1 year) (in-kind),EG30BC,เสื้อ กระโปรง และกางเกงทุกประเภท (สิ่งของ),"Clothes, skirts and trousers/ pants (in-kind)",EGA_401,เสื้อ กระโปรง และกางเกงทุกประเภท,"Clothes, skirts and trousers/pants",EGA_4,ค่าใช้จ่ายเกี่ยวกับผ้า เสื้อผ้า และเครื่องแต่งกาย,"Cloth, clothes and clothing material",EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG3027A,ผ้าอ้อมเด็ก (อายุต่ำกว่าหรือเท่ากับ 12 ปี) (ตัวเงิน),Diaper (cash),EG3027A,ผ้าอ้อมเด็ก (อายุต่ำกว่าหรือเท่ากับ 12 ปี) (ตัวเงิน),Diaper (cash),EG30A,เสื้อ กระโปรง และกางเกงทุกประเภท (ตัวเงิน),"Clothes, skirts and trousers/ pants (cash)",EGA_401,เสื้อ กระโปรง และกางเกงทุกประเภท,"Clothes, skirts and trousers/pants",EGA_4,ค่าใช้จ่ายเกี่ยวกับผ้า เสื้อผ้า และเครื่องแต่งกาย,"Cloth, clothes and clothing material",EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG3027BC,ผ้าอ้อมเด็ก (อายุต่ำกว่าหรือเท่ากับ 12 ปี) (สิ่งของ),Diaper (in-kind),EG3027BC,ผ้าอ้อมเด็ก (อายุต่ำกว่าหรือเท่ากับ 12 ปี) (สิ่งของ),Diaper (in-kind),EG30BC,เสื้อ กระโปรง และกางเกงทุกประเภท (สิ่งของ),"Clothes, skirts and trousers/ pants (in-kind)",EGA_401,เสื้อ กระโปรง และกางเกงทุกประเภท,"Clothes, skirts and trousers/pants",EGA_4,ค่าใช้จ่ายเกี่ยวกับผ้า เสื้อผ้า และเครื่องแต่งกาย,"Cloth, clothes and clothing material",EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG3028A,เครื่องแบบนักเรียนเด็ก (อายุต่ำกว่าหรือเท่ากับ 12 ปี) (ตัวเงิน),Children (aged 12 yrs and lower): School uniform (cash),EG3028A,เครื่องแบบนักเรียนเด็ก (อายุต่ำกว่าหรือเท่ากับ 12 ปี) (ตัวเงิน),Children (aged 12 yrs and lower): School uniform (cash),EG30A,เสื้อ กระโปรง และกางเกงทุกประเภท (ตัวเงิน),"Clothes, skirts and trousers/ pants (cash)",EGA_401,เสื้อ กระโปรง และกางเกงทุกประเภท,"Clothes, skirts and trousers/pants",EGA_4,ค่าใช้จ่ายเกี่ยวกับผ้า เสื้อผ้า และเครื่องแต่งกาย,"Cloth, clothes and clothing material",EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG3028BC,เครื่องแบบนักเรียนเด็ก (อายุต่ำกว่าหรือเท่ากับ 12 ปี) (สิ่งของ),Children (aged 12 yrs and lower): School uniform (in-kind),EG3028BC,เครื่องแบบนักเรียนเด็ก (อายุต่ำกว่าหรือเท่ากับ 12 ปี) (สิ่งของ),Children (aged 12 yrs and lower): School uniform (in-kind),EG30BC,เสื้อ กระโปรง และกางเกงทุกประเภท (สิ่งของ),"Clothes, skirts and trousers/ pants (in-kind)",EGA_401,เสื้อ กระโปรง และกางเกงทุกประเภท,"Clothes, skirts and trousers/pants",EGA_4,ค่าใช้จ่ายเกี่ยวกับผ้า เสื้อผ้า และเครื่องแต่งกาย,"Cloth, clothes and clothing material",EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG3029A,เสื้อยืดเด็ก (อายุต่ำกว่าหรือเท่ากับ 12 ปี) (ตัวเงิน),Children (aged 12 yrs and lower): T-shirt (cash),EG3029A,เสื้อยืดเด็ก (อายุต่ำกว่าหรือเท่ากับ 12 ปี) (ตัวเงิน),Children (aged 12 yrs and lower): T-shirt (cash),EG30A,เสื้อ กระโปรง และกางเกงทุกประเภท (ตัวเงิน),"Clothes, skirts and trousers/ pants (cash)",EGA_401,เสื้อ กระโปรง และกางเกงทุกประเภท,"Clothes, skirts and trousers/pants",EGA_4,ค่าใช้จ่ายเกี่ยวกับผ้า เสื้อผ้า และเครื่องแต่งกาย,"Cloth, clothes and clothing material",EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG3029BC,เสื้อยืดเด็ก (อายุต่ำกว่าหรือเท่ากับ 12 ปี) (สิ่งของ),Children (aged 12 yrs and lower): T-shirt (in-kind),EG3029BC,เสื้อยืดเด็ก (อายุต่ำกว่าหรือเท่ากับ 12 ปี) (สิ่งของ),Children (aged 12 yrs and lower): T-shirt (in-kind),EG30BC,เสื้อ กระโปรง และกางเกงทุกประเภท (สิ่งของ),"Clothes, skirts and trousers/ pants (in-kind)",EGA_401,เสื้อ กระโปรง และกางเกงทุกประเภท,"Clothes, skirts and trousers/pants",EGA_4,ค่าใช้จ่ายเกี่ยวกับผ้า เสื้อผ้า และเครื่องแต่งกาย,"Cloth, clothes and clothing material",EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG3030A,เสื้อเชิ้ตเด็ก (อายุต่ำกว่าหรือเท่ากับ 12 ปี) (ตัวเงิน),Children (aged 12 yrs and lower): Shirt (cash),EG3030A,เสื้อเชิ้ตเด็ก (อายุต่ำกว่าหรือเท่ากับ 12 ปี) (ตัวเงิน),Children (aged 12 yrs and lower): Shirt (cash),EG30A,เสื้อ กระโปรง และกางเกงทุกประเภท (ตัวเงิน),"Clothes, skirts and trousers/ pants (cash)",EGA_401,เสื้อ กระโปรง และกางเกงทุกประเภท,"Clothes, skirts and trousers/pants",EGA_4,ค่าใช้จ่ายเกี่ยวกับผ้า เสื้อผ้า และเครื่องแต่งกาย,"Cloth, clothes and clothing material",EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
