ExpenditureKey,ThaiExpenditureName,EnglishExpenditureName,ExpenditureGroup1Key,ThaiExpenditureGroup1Name,EnglishExpenditureGroup1Name,ExpenditureGroup2Key,ThaiExpenditureGroup2Name,EnglishExpenditureGroup2Name,ExpenditureGroup3Key,ThaiExpenditureGroup3Name,EnglishExpenditureGroup3Name,ExpenditureGroup4Key,ThaiExpenditureGroup4Name,EnglishExpenditureGroup4Name,ExpenditureGroup5Key,ThaiExpenditureGroup5Name,EnglishExpenditureGroup5Name
EG4805A,กัญชา (สด/แปรรูป) (ตัวเงิน),Marijuana (Fresh / Processed) (cash),EG4805A,กัญชา (สด/แปรรูป) (ตัวเงิน),Marijuana (Fresh / Processed) (cash),EG48A,ยาสมุนไพรหรือยาแผนโบราณทุกชนิด (ตัวเงิน),Traditional / Herbal medicine (cash),EGA_701,ค่าซื้อยาและเวชภัณฑ์ต่าง ๆ,Medical and supplies,EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG4805BC,กัญชา (สด/แปรรูป) (สิ่งของ),Marijuana (Fresh / Processed) (in-kind),EG4805BC,กัญชา (สด/แปรรูป) (สิ่งของ),Marijuana (Fresh / Processed) (in-kind),EG48BC,ยาสมุนไพรหรือยาแผนโบราณทุกชนิด (สิ่งของ),Traditional / Herbal medicine (in-kind),EGA_701,ค่าซื้อยาและเวชภัณฑ์ต่าง ๆ,Medical and supplies,EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG4806A,ยาสมุนไพร/ยาแผนโบราณอื่น ๆ (ระบุ) (ตัวเงิน),Other herbal / traditional medicines (specify) (cash),EG4806A,ยาสมุนไพร/ยาแผนโบราณอื่น ๆ (ระบุ) (ตัวเงิน),Other herbal / traditional medicines (specify) (cash),EG48A,ยาสมุนไพรหรือยาแผนโบราณทุกชนิด (ตัวเงิน),Traditional / Herbal medicine (cash),EGA_701,ค่าซื้อยาและเวชภัณฑ์ต่าง ๆ,Medical and supplies,EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG4806BC,ยาสมุนไพร/ยาแผนโบราณอื่น ๆ (ระบุ) (สิ่งของ),Other herbal / traditional medicines (specify) (in-kind),EG4806BC,ยาสมุนไพร/ยาแผนโบราณอื่น ๆ (ระบุ) (สิ่งของ),Other herbal / traditional medicines (specify) (in-kind),EG48BC,ยาสมุนไพรหรือยาแผนโบราณทุกชนิด (สิ่งของ),Traditional / Herbal medicine (in-kind),EGA_701,ค่าซื้อยาและเวชภัณฑ์ต่าง ๆ,Medical and supplies,EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG4901A,ยาคุมกำเนิด (ตัวเงิน),Contraceptive (cash),EG4901A,ยาคุมกำเนิด (ตัวเงิน),Contraceptive (cash),EG49A,ยาคุมกำเนิดและถุงยางอนามัย (ตัวเงิน),Contraceptives and condom (cash),EGA_701,ค่าซื้อยาและเวชภัณฑ์ต่าง ๆ,Medical and supplies,EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG4901BC,ยาคุมกำเนิด (สิ่งของ),Contraceptive (in-kind),EG4901BC,ยาคุมกำเนิด (สิ่งของ),Contraceptive (in-kind),EG49BC,ยาคุมกำเนิดและถุงยางอนามัย (สิ่งของ),Contraceptives and condom (in-kind),EGA_701,ค่าซื้อยาและเวชภัณฑ์ต่าง ๆ,Medical and supplies,EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG4902A,ถุงยางอนามัย (ตัวเงิน),Condom (cash),EG4902A,ถุงยางอนามัย (ตัวเงิน),Condom (cash),EG49A,ยาคุมกำเนิดและถุงยางอนามัย (ตัวเงิน),Contraceptives and condom (cash),EGA_701,ค่าซื้อยาและเวชภัณฑ์ต่าง ๆ,Medical and supplies,EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG4902BC,ถุงยางอนามัย (สิ่งของ),Condom (in-kind),EG4902BC,ถุงยางอนามัย (สิ่งของ),Condom (in-kind),EG49BC,ยาคุมกำเนิดและถุงยางอนามัย (สิ่งของ),Contraceptives and condom (in-kind),EGA_701,ค่าซื้อยาและเวชภัณฑ์ต่าง ๆ,Medical and supplies,EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG50A,ไวตามิน/ยาบำรุงต่าง ๆ/อาหารเสริม (ตัวเงิน),Vitamins / Tonics / Supplementary food (cash),EG50A,ไวตามิน/ยาบำรุงต่าง ๆ/อาหารเสริม (ตัวเงิน),Vitamins / Tonics / Supplementary food (cash),EG50A,ไวตามิน/ยาบำรุงต่าง ๆ/อาหารเสริม (ตัวเงิน),Vitamins / Tonics / Supplementary food (cash),EGA_701,ค่าซื้อยาและเวชภัณฑ์ต่าง ๆ,Medical and supplies,EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG50BC,ไวตามิน/ยาบำรุงต่าง ๆ/อาหารเสริม (สิ่งของ),Vitamins / Tonics / Supplementary food (in-kind),EG50BC,ไวตามิน/ยาบำรุงต่าง ๆ/อาหารเสริม (สิ่งของ),Vitamins / Tonics / Supplementary food (in-kind),EG50BC,ไวตามิน/ยาบำรุงต่าง ๆ/อาหารเสริม (สิ่งของ),Vitamins / Tonics / Supplementary food (in-kind),EGA_701,ค่าซื้อยาและเวชภัณฑ์ต่าง ๆ,Medical and supplies,EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG5101A,พลาสเตอร์ (ตัวเงิน),Plaster pad (cash),EG5101A,พลาสเตอร์ (ตัวเงิน),Plaster pad (cash),EG51A,เวชภัณฑ์/อุปกรณ์ปฐมพยาบาล (ตัวเงิน),First-aid kit / Medical equipments (cash),EGA_701,ค่าซื้อยาและเวชภัณฑ์ต่าง ๆ,Medical and supplies,EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG5101BC,พลาสเตอร์ (สิ่งของ),Plaster pad (in-kind),EG5101BC,พลาสเตอร์ (สิ่งของ),Plaster pad (in-kind),EG51BC,เวชภัณฑ์/อุปกรณ์ปฐมพยาบาล (สิ่งของ),First-aid kit / Medical equipments (in-kind),EGA_701,ค่าซื้อยาและเวชภัณฑ์ต่าง ๆ,Medical and supplies,EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG5102A,แอลกอฮอล์สำหรับฆ่าเชื้อโรค (ตัวเงิน),Alcohol to clean the wound (cash),EG5102A,แอลกอฮอล์สำหรับฆ่าเชื้อโรค (ตัวเงิน),Alcohol to clean the wound (cash),EG51A,เวชภัณฑ์/อุปกรณ์ปฐมพยาบาล (ตัวเงิน),First-aid kit / Medical equipments (cash),EGA_701,ค่าซื้อยาและเวชภัณฑ์ต่าง ๆ,Medical and supplies,EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG5102BC,แอลกอฮอล์สำหรับฆ่าเชื้อโรค (สิ่งของ),Alcohol to clean the wound (in-kind),EG5102BC,แอลกอฮอล์สำหรับฆ่าเชื้อโรค (สิ่งของ),Alcohol to clean the wound (in-kind),EG51BC,เวชภัณฑ์/อุปกรณ์ปฐมพยาบาล (สิ่งของ),First-aid kit / Medical equipments (in-kind),EGA_701,ค่าซื้อยาและเวชภัณฑ์ต่าง ๆ,Medical and supplies,EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG5103A,น้ำเกลือทำความสะอาด (ตัวเงิน),Saline (cash),EG5103A,น้ำเกลือทำความสะอาด (ตัวเงิน),Saline (cash),EG51A,เวชภัณฑ์/อุปกรณ์ปฐมพยาบาล (ตัวเงิน),First-aid kit / Medical equipments (cash),EGA_701,ค่าซื้อยาและเวชภัณฑ์ต่าง ๆ,Medical and supplies,EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG5103BC,น้ำเกลือทำความสะอาด (สิ่งของ),Saline (in-kind),EG5103BC,น้ำเกลือทำความสะอาด (สิ่งของ),Saline (in-kind),EG51BC,เวชภัณฑ์/อุปกรณ์ปฐมพยาบาล (สิ่งของ),First-aid kit / Medical equipments (in-kind),EGA_701,ค่าซื้อยาและเวชภัณฑ์ต่าง ๆ,Medical and supplies,EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG5104A,ชุดตรวจโควิด (ATK) (ตัวเงิน),COVID Test Kit (ATK) (cash),EG5104A,ชุดตรวจโควิด (ATK) (ตัวเงิน),COVID Test Kit (ATK) (cash),EG51A,เวชภัณฑ์/อุปกรณ์ปฐมพยาบาล (ตัวเงิน),First-aid kit / Medical equipments (cash),EGA_701,ค่าซื้อยาและเวชภัณฑ์ต่าง ๆ,Medical and supplies,EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG5104BC,ชุดตรวจโควิด (ATK) (สิ่งของ),COVID Test Kit (ATK) (in-kind),EG5104BC,ชุดตรวจโควิด (ATK) (สิ่งของ),COVID Test Kit (ATK) (in-kind),EG51BC,เวชภัณฑ์/อุปกรณ์ปฐมพยาบาล (สิ่งของ),First-aid kit / Medical equipments (in-kind),EGA_701,ค่าซื้อยาและเวชภัณฑ์ต่าง ๆ,Medical and supplies,EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG5105A,เวชภัณฑ์/อุปกรณ์ปฐมพยาบาลอื่น ๆ (ตัวเงิน),Other medical supplies / First aid equipment (cash),EG5105A,เวชภัณฑ์/อุปกรณ์ปฐมพยาบาลอื่น ๆ (ตัวเงิน),Other medical supplies / First aid equipment (cash),EG51A,เวชภัณฑ์/อุปกรณ์ปฐมพยาบาล (ตัวเงิน),First-aid kit / Medical equipments (cash),EGA_701,ค่าซื้อยาและเวชภัณฑ์ต่าง ๆ,Medical and supplies,EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG5105BC,เวชภัณฑ์/อุปกรณ์ปฐมพยาบาลอื่น ๆ (สิ่งของ),Other medical supplies / First aid equipment (in-kind),EG5105BC,เวชภัณฑ์/อุปกรณ์ปฐมพยาบาลอื่น ๆ (สิ่งของ),Other medical supplies / First aid equipment (in-kind),EG51BC,เวชภัณฑ์/อุปกรณ์ปฐมพยาบาล (สิ่งของ),First-aid kit / Medical equipments (in-kind),EGA_701,ค่าซื้อยาและเวชภัณฑ์ต่าง ๆ,Medical and supplies,EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG52_101A,ค่าตรวจ/ค่าบริการทางการแพทย์/ค่ายา (ตัวเงิน),Health checkup/ Medical services / Medicine (cash),EG52_1A,ค่ารักษาที่โรงพยาบาลของรัฐ (ตัวเงิน),Public hospital (cash),EG52A,ค่ารักษาที่โรงพยาบาลของรัฐ และสถานีอนามัย/ (ตัวเงิน),Public hospital / Health center (cash),EGA_702,ค่ารักษาพยาบาล (คนไข้นอก),Medical expenses (outpatient),EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG52_101BC,ค่าตรวจ/ค่าบริการทางการแพทย์/ค่ายา (สิ่งของ),Health checkup/ Medical services / Medicine (in-kind),EG52_1BC,ค่ารักษาที่โรงพยาบาลของรัฐ (สิ่งของ),Public hospital (in-kind),EG52BC,ค่ารักษาที่โรงพยาบาลของรัฐ และสถานีอนามัย/ (สิ่งของ),Public hospital / Health center (in-kind),EGA_702,ค่ารักษาพยาบาล (คนไข้นอก),Medical expenses (outpatient),EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG52_102A,ค่าตรวจ/ค่าบริการทางการแพทย์/ค่ายา (ตัวเงิน),Health checkup/ Medical services / Medicine (cash),EG52_1A,ค่ารักษาที่โรงพยาบาลของรัฐ (ตัวเงิน),Public hospital (cash),EG52A,ค่ารักษาที่โรงพยาบาลของรัฐ และสถานีอนามัย/ (ตัวเงิน),Public hospital / Health center (cash),EGA_702,ค่ารักษาพยาบาล (คนไข้นอก),Medical expenses (outpatient),EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG52_102BC,ค่าตรวจ/ค่าบริการทางการแพทย์/ค่ายา (สิ่งของ),Health checkup/ Medical services / Medicine (in-kind),EG52_1BC,ค่ารักษาที่โรงพยาบาลของรัฐ (สิ่งของ),Public hospital (in-kind),EG52BC,ค่ารักษาที่โรงพยาบาลของรัฐ และสถานีอนามัย/ (สิ่งของ),Public hospital / Health center (in-kind),EGA_702,ค่ารักษาพยาบาล (คนไข้นอก),Medical expenses (outpatient),EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG52_103A,อื่น ๆ (ระบุ) (ตัวเงิน),Others (specify) (cash),EG52_1A,ค่ารักษาที่โรงพยาบาลของรัฐ (ตัวเงิน),Public hospital (cash),EG52A,ค่ารักษาที่โรงพยาบาลของรัฐ และสถานีอนามัย/ (ตัวเงิน),Public hospital / Health center (cash),EGA_702,ค่ารักษาพยาบาล (คนไข้นอก),Medical expenses (outpatient),EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG52_103BC,อื่น ๆ (ระบุ) (สิ่งของ),Others (specify) (in-kind),EG52_1BC,ค่ารักษาที่โรงพยาบาลของรัฐ (สิ่งของ),Public hospital (in-kind),EG52BC,ค่ารักษาที่โรงพยาบาลของรัฐ และสถานีอนามัย/ (สิ่งของ),Public hospital / Health center (in-kind),EGA_702,ค่ารักษาพยาบาล (คนไข้นอก),Medical expenses (outpatient),EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG52_1A,ค่ารักษาที่โรงพยาบาลของรัฐ (ตัวเงิน),Public hospital (cash),EG52_1A,ค่ารักษาที่โรงพยาบาลของรัฐ (ตัวเงิน),Public hospital (cash),EG52A,ค่ารักษาที่โรงพยาบาลของรัฐ และสถานีอนามัย/ (ตัวเงิน),Public hospital / Health center (cash),EGA_702,ค่ารักษาพยาบาล (คนไข้นอก),Medical expenses (outpatient),EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG52_1BC,ค่ารักษาที่โรงพยาบาลของรัฐ (สิ่งของ),Public hospital (in-kind),EG52_1BC,ค่ารักษาที่โรงพยาบาลของรัฐ (สิ่งของ),Public hospital (in-kind),EG52BC,ค่ารักษาที่โรงพยาบาลของรัฐ และสถานีอนามัย/ (สิ่งของ),Public hospital / Health center (in-kind),EGA_702,ค่ารักษาพยาบาล (คนไข้นอก),Medical expenses (outpatient),EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG52_2A,ค่ารักษาที่สถานีอนามัย/โรงพยาบาลส่งเสริม (ตัวเงิน),Health center / Sub-District Health Promoting (cash),EG52_2A,ค่ารักษาที่สถานีอนามัย/โรงพยาบาลส่งเสริม (ตัวเงิน),Health center / Sub-District Health Promoting (cash),EG52A,ค่ารักษาที่โรงพยาบาลของรัฐ และสถานีอนามัย/ (ตัวเงิน),Public hospital / Health center (cash),EGA_702,ค่ารักษาพยาบาล (คนไข้นอก),Medical expenses (outpatient),EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG52_2BC,ค่ารักษาที่สถานีอนามัย/โรงพยาบาลส่งเสริม (สิ่งของ),Health center / Sub-District Health Promoting (in-kind),EG52_2BC,ค่ารักษาที่สถานีอนามัย/โรงพยาบาลส่งเสริม (สิ่งของ),Health center / Sub-District Health Promoting (in-kind),EG52BC,ค่ารักษาที่โรงพยาบาลของรัฐ และสถานีอนามัย/ (สิ่งของ),Public hospital / Health center (in-kind),EGA_702,ค่ารักษาพยาบาล (คนไข้นอก),Medical expenses (outpatient),EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG53_101A,ค่าตรวจ/ค่าบริการทางการแพทย์/ค่ายา (ตัวเงิน),Health checkup / Medical service fee (cash),EG53_1A,ค่ารักษาที่โรงพยาบาลเอกชน (ตัวเงิน),Private hospital (cash),EG53A,ค่ารักษาที่โรงพยาบาลเอกชน และคลินิกแพทย์ (ตัวเงิน),Private hospital / Clinic (cash),EGA_702,ค่ารักษาพยาบาล (คนไข้นอก),Medical expenses (outpatient),EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG53_101BC,ค่าตรวจ/ค่าบริการทางการแพทย์/ค่ายา (สิ่งของ),Health checkup / Medical service fee (in-kind),EG53_1BC,ค่ารักษาที่โรงพยาบาลเอกชน (สิ่งของ),Private hospital (in-kind),EG53BC,ค่ารักษาที่โรงพยาบาลเอกชน และคลินิกแพทย์ (สิ่งของ),Private hospital / Clinic (in-kind),EGA_702,ค่ารักษาพยาบาล (คนไข้นอก),Medical expenses (outpatient),EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG53_102A,อื่น ๆ (ระบุ) (ตัวเงิน),Others (specify) (cash),EG53_1A,ค่ารักษาที่โรงพยาบาลเอกชน (ตัวเงิน),Private hospital (cash),EG53A,ค่ารักษาที่โรงพยาบาลเอกชน และคลินิกแพทย์ (ตัวเงิน),Private hospital / Clinic (cash),EGA_702,ค่ารักษาพยาบาล (คนไข้นอก),Medical expenses (outpatient),EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG53_102BC,อื่น ๆ (ระบุ) (สิ่งของ),Others (specify) (in-kind),EG53_1BC,ค่ารักษาที่โรงพยาบาลเอกชน (สิ่งของ),Private hospital (in-kind),EG53BC,ค่ารักษาที่โรงพยาบาลเอกชน และคลินิกแพทย์ (สิ่งของ),Private hospital / Clinic (in-kind),EGA_702,ค่ารักษาพยาบาล (คนไข้นอก),Medical expenses (outpatient),EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG53_1A,ค่ารักษาที่โรงพยาบาลเอกชน (ตัวเงิน),Private hospital (cash),EG53_1A,ค่ารักษาที่โรงพยาบาลเอกชน (ตัวเงิน),Private hospital (cash),EG53A,ค่ารักษาที่โรงพยาบาลเอกชน และคลินิกแพทย์ (ตัวเงิน),Private hospital / Clinic (cash),EGA_702,ค่ารักษาพยาบาล (คนไข้นอก),Medical expenses (outpatient),EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG53_1BC,ค่ารักษาที่โรงพยาบาลเอกชน (สิ่งของ),Private hospital (in-kind),EG53_1BC,ค่ารักษาที่โรงพยาบาลเอกชน (สิ่งของ),Private hospital (in-kind),EG53BC,ค่ารักษาที่โรงพยาบาลเอกชน และคลินิกแพทย์ (สิ่งของ),Private hospital / Clinic (in-kind),EGA_702,ค่ารักษาพยาบาล (คนไข้นอก),Medical expenses (outpatient),EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG53_201A,ค่าตรวจ/ค่าบริการทางการแพทย์/ค่ายา (ตัวเงิน),Health checkup/ Medical services / Medicine (cash),EG53_2A,ค่ารักษาที่คลินิกแพทย์ (ตัวเงิน),Clinic (cash),EG53A,ค่ารักษาที่โรงพยาบาลเอกชน และคลินิกแพทย์ (ตัวเงิน),Private hospital / Clinic (cash),EGA_702,ค่ารักษาพยาบาล (คนไข้นอก),Medical expenses (outpatient),EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG53_201BC,ค่าตรวจ/ค่าบริการทางการแพทย์/ค่ายา (สิ่งของ),Health checkup/ Medical services / Medicine (in-kind),EG53_2BC,ค่ารักษาที่คลินิกแพทย์ (สิ่งของ),Clinic (in-kind),EG53BC,ค่ารักษาที่โรงพยาบาลเอกชน และคลินิกแพทย์ (สิ่งของ),Private hospital / Clinic (in-kind),EGA_702,ค่ารักษาพยาบาล (คนไข้นอก),Medical expenses (outpatient),EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG53_202A,อื่น ๆ (ระบุ) (ตัวเงิน),Others (specify) (cash),EG53_2A,ค่ารักษาที่คลินิกแพทย์ (ตัวเงิน),Clinic (cash),EG53A,ค่ารักษาที่โรงพยาบาลเอกชน และคลินิกแพทย์ (ตัวเงิน),Private hospital / Clinic (cash),EGA_702,ค่ารักษาพยาบาล (คนไข้นอก),Medical expenses (outpatient),EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG53_202BC,อื่น ๆ (ระบุ) (สิ่งของ),Others (specify) (in-kind),EG53_2BC,ค่ารักษาที่คลินิกแพทย์ (สิ่งของ),Clinic (in-kind),EG53BC,ค่ารักษาที่โรงพยาบาลเอกชน และคลินิกแพทย์ (สิ่งของ),Private hospital / Clinic (in-kind),EGA_702,ค่ารักษาพยาบาล (คนไข้นอก),Medical expenses (outpatient),EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG53_2A,ค่ารักษาที่คลินิกแพทย์ (ตัวเงิน),Clinic (cash),EG53_2A,ค่ารักษาที่คลินิกแพทย์ (ตัวเงิน),Clinic (cash),EG53A,ค่ารักษาที่โรงพยาบาลเอกชน และคลินิกแพทย์ (ตัวเงิน),Private hospital / Clinic (cash),EGA_702,ค่ารักษาพยาบาล (คนไข้นอก),Medical expenses (outpatient),EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG53_2BC,ค่ารักษาที่คลินิกแพทย์ (สิ่งของ),Clinic (in-kind),EG53_2BC,ค่ารักษาที่คลินิกแพทย์ (สิ่งของ),Clinic (in-kind),EG53BC,ค่ารักษาที่โรงพยาบาลเอกชน และคลินิกแพทย์ (สิ่งของ),Private hospital / Clinic (in-kind),EGA_702,ค่ารักษาพยาบาล (คนไข้นอก),Medical expenses (outpatient),EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG53A,ค่ารักษาที่โรงพยาบาลเอกชน และคลินิกแพทย์ (ตัวเงิน),Private hospital / Clinic (cash),EG53A,ค่ารักษาที่โรงพยาบาลเอกชน และคลินิกแพทย์ (ตัวเงิน),Private hospital / Clinic (cash),EG53A,ค่ารักษาที่โรงพยาบาลเอกชน และคลินิกแพทย์ (ตัวเงิน),Private hospital / Clinic (cash),EGA_702,ค่ารักษาพยาบาล (คนไข้นอก),Medical expenses (outpatient),EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG53BC,ค่ารักษาที่โรงพยาบาลเอกชน และคลินิกแพทย์ (สิ่งของ),Private hospital / Clinic (in-kind),EG53BC,ค่ารักษาที่โรงพยาบาลเอกชน และคลินิกแพทย์ (สิ่งของ),Private hospital / Clinic (in-kind),EG53BC,ค่ารักษาที่โรงพยาบาลเอกชน และคลินิกแพทย์ (สิ่งของ),Private hospital / Clinic (in-kind),EGA_702,ค่ารักษาพยาบาล (คนไข้นอก),Medical expenses (outpatient),EGA_7,ค่าเวชภัณฑ์และค่าตรวจรักษาพยาบาล,Medical and health care,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
