ExpenditureKey,ThaiExpenditureName,EnglishExpenditureName,ExpenditureGroup1Key,ThaiExpenditureGroup1Name,EnglishExpenditureGroup1Name,ExpenditureGroup2Key,ThaiExpenditureGroup2Name,EnglishExpenditureGroup2Name,ExpenditureGroup3Key,ThaiExpenditureGroup3Name,EnglishExpenditureGroup3Name,ExpenditureGroup4Key,ThaiExpenditureGroup4Name,EnglishExpenditureGroup4Name
EF0908A,ซอสพริก (ตัวเงิน),Chili sauce (cash),EF0908A,ซอสพริก (ตัวเงิน),Chili sauce (cash),EF09A,เครื่องปรุงรส และเครื่องเทศ (ตัวเงิน),Spices and condiments (cash),EF_9,เครื่องปรุงรส และ เครื่องเทศ,Spices and Condiments,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0908BC,ซอสพริก (สิ่งของ),Chili sauce (in-kind),EF0908BC,ซอสพริก (สิ่งของ),Chili sauce (in-kind),EF09BC,เครื่องปรุงรส และเครื่องเทศ (สิ่งของ),Spices and condiments (in-kind),EF_9,เครื่องปรุงรส และ เครื่องเทศ,Spices and Condiments,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0909A,ซอสมะเขือเทศ (ตัวเงิน),Tomoto sauce (cash),EF0909A,ซอสมะเขือเทศ (ตัวเงิน),Tomoto sauce (cash),EF09A,เครื่องปรุงรส และเครื่องเทศ (ตัวเงิน),Spices and condiments (cash),EF_9,เครื่องปรุงรส และ เครื่องเทศ,Spices and Condiments,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0909BC,ซอสมะเขือเทศ (สิ่งของ),Tomoto sauce (in-kind),EF0909BC,ซอสมะเขือเทศ (สิ่งของ),Tomoto sauce (in-kind),EF09BC,เครื่องปรุงรส และเครื่องเทศ (สิ่งของ),Spices and condiments (in-kind),EF_9,เครื่องปรุงรส และ เครื่องเทศ,Spices and Condiments,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0910A,กะปิ (ตัวเงิน),Shrimp paste (cash),EF0910A,กะปิ (ตัวเงิน),Shrimp paste (cash),EF09A,เครื่องปรุงรส และเครื่องเทศ (ตัวเงิน),Spices and condiments (cash),EF_9,เครื่องปรุงรส และ เครื่องเทศ,Spices and Condiments,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0910BC,กะปิ (สิ่งของ),Shrimp paste (in-kind),EF0910BC,กะปิ (สิ่งของ),Shrimp paste (in-kind),EF09BC,เครื่องปรุงรส และเครื่องเทศ (สิ่งของ),Spices and condiments (in-kind),EF_9,เครื่องปรุงรส และ เครื่องเทศ,Spices and Condiments,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0911A,มะขามเปียก (ตัวเงิน),Tamarind (cash),EF0911A,มะขามเปียก (ตัวเงิน),Tamarind (cash),EF09A,เครื่องปรุงรส และเครื่องเทศ (ตัวเงิน),Spices and condiments (cash),EF_9,เครื่องปรุงรส และ เครื่องเทศ,Spices and Condiments,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0911BC,มะขามเปียก (สิ่งของ),Tamarind (in-kind),EF0911BC,มะขามเปียก (สิ่งของ),Tamarind (in-kind),EF09BC,เครื่องปรุงรส และเครื่องเทศ (สิ่งของ),Spices and condiments (in-kind),EF_9,เครื่องปรุงรส และ เครื่องเทศ,Spices and Condiments,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0912A,เครื่องปรุงรส (ซุปก้อนทุกยี่ห้อ / ผงสำเร็จรูป) (ตัวเงิน),Seasonings (Soup cubes / Instant powder) (cash),EF0912A,เครื่องปรุงรส (ซุปก้อนทุกยี่ห้อ / ผงสำเร็จรูป) (ตัวเงิน),Seasonings (Soup cubes / Instant powder) (cash),EF09A,เครื่องปรุงรส และเครื่องเทศ (ตัวเงิน),Spices and condiments (cash),EF_9,เครื่องปรุงรส และ เครื่องเทศ,Spices and Condiments,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0912BC,เครื่องปรุงรส (ซุปก้อนทุกยี่ห้อ / ผงสำเร็จรูป) (สิ่งของ),Seasonings (Soup cubes / Instant powder) (in-kind),EF0912BC,เครื่องปรุงรส (ซุปก้อนทุกยี่ห้อ / ผงสำเร็จรูป) (สิ่งของ),Seasonings (Soup cubes / Instant powder) (in-kind),EF09BC,เครื่องปรุงรส และเครื่องเทศ (สิ่งของ),Spices and condiments (in-kind),EF_9,เครื่องปรุงรส และ เครื่องเทศ,Spices and Condiments,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0913A,ผงชูรส (ตัวเงิน),Monosodium glutamate (cash),EF0913A,ผงชูรส (ตัวเงิน),Monosodium glutamate (cash),EF09A,เครื่องปรุงรส และเครื่องเทศ (ตัวเงิน),Spices and condiments (cash),EF_9,เครื่องปรุงรส และ เครื่องเทศ,Spices and Condiments,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0913BC,ผงชูรส (สิ่งของ),Monosodium glutamate (in-kind),EF0913BC,ผงชูรส (สิ่งของ),Monosodium glutamate (in-kind),EF09BC,เครื่องปรุงรส และเครื่องเทศ (สิ่งของ),Spices and condiments (in-kind),EF_9,เครื่องปรุงรส และ เครื่องเทศ,Spices and Condiments,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0914A,พริกแกง (ตัวเงิน),Spicy paste (cash),EF0914A,พริกแกง (ตัวเงิน),Spicy paste (cash),EF09A,เครื่องปรุงรส และเครื่องเทศ (ตัวเงิน),Spices and condiments (cash),EF_9,เครื่องปรุงรส และ เครื่องเทศ,Spices and Condiments,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0914BC,พริกแกง (สิ่งของ),Spicy paste (in-kind),EF0914BC,พริกแกง (สิ่งของ),Spicy paste (in-kind),EF09BC,เครื่องปรุงรส และเครื่องเทศ (สิ่งของ),Spices and condiments (in-kind),EF_9,เครื่องปรุงรส และ เครื่องเทศ,Spices and Condiments,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0915A,เครื่องปรุงรสและเครื่องเทศอื่น ๆ (ระบุ) (ตัวเงิน),Other seasonings and spices (specify) (cash),EF0915A,เครื่องปรุงรสและเครื่องเทศอื่น ๆ (ระบุ) (ตัวเงิน),Other seasonings and spices (specify) (cash),EF09A,เครื่องปรุงรส และเครื่องเทศ (ตัวเงิน),Spices and condiments (cash),EF_9,เครื่องปรุงรส และ เครื่องเทศ,Spices and Condiments,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0915BC,เครื่องปรุงรสและเครื่องเทศอื่น ๆ (ระบุ) (สิ่งของ),Other seasonings and spices (specify) (in-kind),EF0915BC,เครื่องปรุงรสและเครื่องเทศอื่น ๆ (ระบุ) (สิ่งของ),Other seasonings and spices (specify) (in-kind),EF09BC,เครื่องปรุงรส และเครื่องเทศ (สิ่งของ),Spices and condiments (in-kind),EF_9,เครื่องปรุงรส และ เครื่องเทศ,Spices and Condiments,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1001A,กาแฟเม็ด กาแฟผง กาแฟแคปซูล (ตัวเงิน),Coffee beans / powder / capsules (cash),EF1001A,กาแฟเม็ด กาแฟผง กาแฟแคปซูล (ตัวเงิน),Coffee beans / powder / capsules (cash),EF10A,ผลิตภัณฑ์กึ่งสำเร็จรูป (ตัวเงิน),Semi - prepared products (cash),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1001BC,กาแฟเม็ด กาแฟผง กาแฟแคปซูล (สิ่งของ),Coffee beans / powder / capsules (in-kind),EF1001BC,กาแฟเม็ด กาแฟผง กาแฟแคปซูล (สิ่งของ),Coffee beans / powder / capsules (in-kind),EF10BC,ผลิตภัณฑ์กึ่งสำเร็จรูป (สิ่งของ),Semi - prepared products (in-kind),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1002A,ชาผงสำเร็จรูป / ใบชา (ตัวเงิน),Instant tea powder / Tea leaves (cash),EF1002A,ชาผงสำเร็จรูป / ใบชา (ตัวเงิน),Instant tea powder / Tea leaves (cash),EF10A,ผลิตภัณฑ์กึ่งสำเร็จรูป (ตัวเงิน),Semi - prepared products (cash),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1002BC,ชาผงสำเร็จรูป / ใบชา (สิ่งของ),Instant tea powder / Tea leaves (in-kind),EF1002BC,ชาผงสำเร็จรูป / ใบชา (สิ่งของ),Instant tea powder / Tea leaves (in-kind),EF10BC,ผลิตภัณฑ์กึ่งสำเร็จรูป (สิ่งของ),Semi - prepared products (in-kind),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1003A,ไมโล โอวัลติน โกโก้ / ช๊อกโกแลตผง (ตัวเงิน),"Milo, Ovaltine, Cocoa / Chocolate Powder (cash)",EF1003A,ไมโล โอวัลติน โกโก้ / ช๊อกโกแลตผง (ตัวเงิน),"Milo, Ovaltine, Cocoa / Chocolate Powder (cash)",EF10A,ผลิตภัณฑ์กึ่งสำเร็จรูป (ตัวเงิน),Semi - prepared products (cash),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1003BC,ไมโล โอวัลติน โกโก้ / ช๊อกโกแลตผง (สิ่งของ),"Milo, Ovaltine, Cocoa / Chocolate Powder (in-kind)",EF1003BC,ไมโล โอวัลติน โกโก้ / ช๊อกโกแลตผง (สิ่งของ),"Milo, Ovaltine, Cocoa / Chocolate Powder (in-kind)",EF10BC,ผลิตภัณฑ์กึ่งสำเร็จรูป (สิ่งของ),Semi - prepared products (in-kind),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1004A,น้ำหวานชนิดเข้มข้น (เช่น เฮลบลูบอย ติ่งฟง ฯลฯ) (ตัวเงิน),Concentrated squash (cash),EF1004A,น้ำหวานชนิดเข้มข้น (เช่น เฮลบลูบอย ติ่งฟง ฯลฯ) (ตัวเงิน),Concentrated squash (cash),EF10A,ผลิตภัณฑ์กึ่งสำเร็จรูป (ตัวเงิน),Semi - prepared products (cash),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1004BC,น้ำหวานชนิดเข้มข้น (เช่น เฮลบลูบอย ติ่งฟง ฯลฯ) (สิ่งของ),Concentrated squash (in-kind),EF1004BC,น้ำหวานชนิดเข้มข้น (เช่น เฮลบลูบอย ติ่งฟง ฯลฯ) (สิ่งของ),Concentrated squash (in-kind),EF10BC,ผลิตภัณฑ์กึ่งสำเร็จรูป (สิ่งของ),Semi - prepared products (in-kind),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1005A,ผลิตภัณฑ์กึ่งสำเร็จรูปอื่น ๆ (ระบุ) (ตัวเงิน),Other semi-finished products (specify) (cash),EF1005A,ผลิตภัณฑ์กึ่งสำเร็จรูปอื่น ๆ (ระบุ) (ตัวเงิน),Other semi-finished products (specify) (cash),EF10A,ผลิตภัณฑ์กึ่งสำเร็จรูป (ตัวเงิน),Semi - prepared products (cash),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1005BC,ผลิตภัณฑ์กึ่งสำเร็จรูปอื่น ๆ (ระบุ) (สิ่งของ),Other semi-finished products (specify) (in-kind),EF1005BC,ผลิตภัณฑ์กึ่งสำเร็จรูปอื่น ๆ (ระบุ) (สิ่งของ),Other semi-finished products (specify) (in-kind),EF10BC,ผลิตภัณฑ์กึ่งสำเร็จรูป (สิ่งของ),Semi - prepared products (in-kind),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1101A,โซดา (ตัวเงิน),Soda (cash),EF1101A,โซดา (ตัวเงิน),Soda (cash),EF11A,ผลิตภัณฑ์สำเร็จรูป (ตัวเงิน),Prepared products (cash),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1101BC,โซดา (สิ่งของ),Soda (in-kind),EF1101BC,โซดา (สิ่งของ),Soda (in-kind),EF11BC,ผลิตภัณฑ์สำเร็จรูป (สิ่งของ),Prepared products (in-kind),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1102A,น้ำอัดลม (ตัวเงิน),Soft drink (cash),EF1102A,น้ำอัดลม (ตัวเงิน),Soft drink (cash),EF11A,ผลิตภัณฑ์สำเร็จรูป (ตัวเงิน),Prepared products (cash),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1102BC,น้ำอัดลม (สิ่งของ),Soft drink (in-kind),EF1102BC,น้ำอัดลม (สิ่งของ),Soft drink (in-kind),EF11BC,ผลิตภัณฑ์สำเร็จรูป (สิ่งของ),Prepared products (in-kind),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1103A,น้ำผัก / ผลไม้พร้อมดื่ม (กล่อง/ขวด) (ตัวเงิน),Ready-to-drink vegetable / fruit juices (cash),EF1103A,น้ำผัก / ผลไม้พร้อมดื่ม (กล่อง/ขวด) (ตัวเงิน),Ready-to-drink vegetable / fruit juices (cash),EF11A,ผลิตภัณฑ์สำเร็จรูป (ตัวเงิน),Prepared products (cash),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1103BC,น้ำผัก / ผลไม้พร้อมดื่ม (กล่อง/ขวด) (สิ่งของ),Ready-to-drink vegetable / fruit juices (in-kind),EF1103BC,น้ำผัก / ผลไม้พร้อมดื่ม (กล่อง/ขวด) (สิ่งของ),Ready-to-drink vegetable / fruit juices (in-kind),EF11BC,ผลิตภัณฑ์สำเร็จรูป (สิ่งของ),Prepared products (in-kind),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1104A,น้ำผัก / ผลไม้ (คั้น/ปั่นสด) (ตัวเงิน),Vegetable / fruit juices (cash),EF1104A,น้ำผัก / ผลไม้ (คั้น/ปั่นสด) (ตัวเงิน),Vegetable / fruit juices (cash),EF11A,ผลิตภัณฑ์สำเร็จรูป (ตัวเงิน),Prepared products (cash),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1104BC,น้ำผัก / ผลไม้ (คั้น/ปั่นสด) (สิ่งของ),Vegetable / fruit juices (in-kind),EF1104BC,น้ำผัก / ผลไม้ (คั้น/ปั่นสด) (สิ่งของ),Vegetable / fruit juices (in-kind),EF11BC,ผลิตภัณฑ์สำเร็จรูป (สิ่งของ),Prepared products (in-kind),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1105A,น้ำดื่มบริสุทธิ์ (บรรจุขวด) (ตัวเงิน),Drinking water (bottled) (cash),EF1105A,น้ำดื่มบริสุทธิ์ (บรรจุขวด) (ตัวเงิน),Drinking water (bottled) (cash),EF11A,ผลิตภัณฑ์สำเร็จรูป (ตัวเงิน),Prepared products (cash),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1105BC,น้ำดื่มบริสุทธิ์ (บรรจุขวด) (สิ่งของ),Drinking water (bottled) (in-kind),EF1105BC,น้ำดื่มบริสุทธิ์ (บรรจุขวด) (สิ่งของ),Drinking water (bottled) (in-kind),EF11BC,ผลิตภัณฑ์สำเร็จรูป (สิ่งของ),Prepared products (in-kind),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1106A,น้ำแข็ง (ยูนิตถุง) (ตัวเงิน),Ice (cash),EF1106A,น้ำแข็ง (ยูนิตถุง) (ตัวเงิน),Ice (cash),EF11A,ผลิตภัณฑ์สำเร็จรูป (ตัวเงิน),Prepared products (cash),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1106BC,น้ำแข็ง (ยูนิตถุง) (สิ่งของ),Ice (in-kind),EF1106BC,น้ำแข็ง (ยูนิตถุง) (สิ่งของ),Ice (in-kind),EF11BC,ผลิตภัณฑ์สำเร็จรูป (สิ่งของ),Prepared products (in-kind),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1107A,ชา/กาแฟ/น้ำหวาน (ชงสด) (ตัวเงิน),Tea / coffee / sweet water (freshly brewed) (cash),EF1107A,ชา/กาแฟ/น้ำหวาน (ชงสด) (ตัวเงิน),Tea / coffee / sweet water (freshly brewed) (cash),EF11A,ผลิตภัณฑ์สำเร็จรูป (ตัวเงิน),Prepared products (cash),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1107BC,ชา/กาแฟ/น้ำหวาน (ชงสด) (สิ่งของ),Tea / coffee / sweet water (freshly brewed) (in-kind),EF1107BC,ชา/กาแฟ/น้ำหวาน (ชงสด) (สิ่งของ),Tea / coffee / sweet water (freshly brewed) (in-kind),EF11BC,ผลิตภัณฑ์สำเร็จรูป (สิ่งของ),Prepared products (in-kind),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1108A,กาแฟสำเร็จรูปพร้อมดื่ม (กระป๋อง/ขวด) (ตัวเงิน),Ready-to-drink coffee. (can/bottle) (cash),EF1108A,กาแฟสำเร็จรูปพร้อมดื่ม (กระป๋อง/ขวด) (ตัวเงิน),Ready-to-drink coffee. (can/bottle) (cash),EF11A,ผลิตภัณฑ์สำเร็จรูป (ตัวเงิน),Prepared products (cash),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1108BC,กาแฟสำเร็จรูปพร้อมดื่ม (กระป๋อง/ขวด) (สิ่งของ),Ready-to-drink coffee. (can/bottle) (in-kind),EF1108BC,กาแฟสำเร็จรูปพร้อมดื่ม (กระป๋อง/ขวด) (สิ่งของ),Ready-to-drink coffee. (can/bottle) (in-kind),EF11BC,ผลิตภัณฑ์สำเร็จรูป (สิ่งของ),Prepared products (in-kind),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1109A,ชาสำเร็จรูปพร้อมดื่ม (กระป๋อง/ขวด) (ตัวเงิน),Ready-to-drink tea (can/bottle) (cash),EF1109A,ชาสำเร็จรูปพร้อมดื่ม (กระป๋อง/ขวด) (ตัวเงิน),Ready-to-drink tea (can/bottle) (cash),EF11A,ผลิตภัณฑ์สำเร็จรูป (ตัวเงิน),Prepared products (cash),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1109BC,ชาสำเร็จรูปพร้อมดื่ม (กระป๋อง/ขวด) (สิ่งของ),Ready-to-drink tea (can/bottle) (in-kind),EF1109BC,ชาสำเร็จรูปพร้อมดื่ม (กระป๋อง/ขวด) (สิ่งของ),Ready-to-drink tea (can/bottle) (in-kind),EF11BC,ผลิตภัณฑ์สำเร็จรูป (สิ่งของ),Prepared products (in-kind),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1110A,เครื่องดื่มชูกำลัง / บำรุงร่างกาย (ตัวเงิน),Energy drink / body nourishment (cash),EF1110A,เครื่องดื่มชูกำลัง / บำรุงร่างกาย (ตัวเงิน),Energy drink / body nourishment (cash),EF11A,ผลิตภัณฑ์สำเร็จรูป (ตัวเงิน),Prepared products (cash),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1110BC,เครื่องดื่มชูกำลัง / บำรุงร่างกาย (สิ่งของ),Energy drink / body nourishment (in-kind),EF1110BC,เครื่องดื่มชูกำลัง / บำรุงร่างกาย (สิ่งของ),Energy drink / body nourishment (in-kind),EF11BC,ผลิตภัณฑ์สำเร็จรูป (สิ่งของ),Prepared products (in-kind),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1111A,อาหารเสริมบำรุงสุขภาพ เช่น ซุปไก่สกัด รังนก (ตัวเงิน),Food supplements to nourish health (cash),EF1111A,อาหารเสริมบำรุงสุขภาพ เช่น ซุปไก่สกัด รังนก (ตัวเงิน),Food supplements to nourish health (cash),EF11A,ผลิตภัณฑ์สำเร็จรูป (ตัวเงิน),Prepared products (cash),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1111BC,อาหารเสริมบำรุงสุขภาพ เช่น ซุปไก่สกัด รังนก (สิ่งของ),Food supplements to nourish health (in-kind),EF1111BC,อาหารเสริมบำรุงสุขภาพ เช่น ซุปไก่สกัด รังนก (สิ่งของ),Food supplements to nourish health (in-kind),EF11BC,ผลิตภัณฑ์สำเร็จรูป (สิ่งของ),Prepared products (in-kind),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1112A,ผลิตภัณฑ์สำเร็จรูปอื่น ๆ (ระบุ) (ตัวเงิน),Other finished products (specify) (cash),EF1112A,ผลิตภัณฑ์สำเร็จรูปอื่น ๆ (ระบุ) (ตัวเงิน),Other finished products (specify) (cash),EF11A,ผลิตภัณฑ์สำเร็จรูป (ตัวเงิน),Prepared products (cash),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1112BC,ผลิตภัณฑ์สำเร็จรูปอื่น ๆ (ระบุ) (สิ่งของ),Other finished products (specify) (in-kind),EF1112BC,ผลิตภัณฑ์สำเร็จรูปอื่น ๆ (ระบุ) (สิ่งของ),Other finished products (specify) (in-kind),EF11BC,ผลิตภัณฑ์สำเร็จรูป (สิ่งของ),Prepared products (in-kind),EF_10,เครื่องดื่มไม่มีแอลกอฮอล์ (บริโภคที่บ้าน),Non-alcoholic beverages (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1201A,ข้าวราดแกง (ตัวเงิน),Rice and curry (cash),EF1201A,ข้าวราดแกง (ตัวเงิน),Rice and curry (cash),EF12A,อาหารสำเร็จรูปที่ซื้อมา (บริโภคที่บ้าน) (ตัวเงิน),Prepared food (consumed at home) (cash),EF_11,อาหารสำเร็จรูปที่ซื้อมา (บริโภคที่บ้าน),Prepared food (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1201BC,ข้าวราดแกง (สิ่งของ),Rice and curry (in-kind),EF1201BC,ข้าวราดแกง (สิ่งของ),Rice and curry (in-kind),EF12BC,อาหารสำเร็จรูปที่ซื้อมา (บริโภคที่บ้าน) (สิ่งของ),Prepared food (consumed at home) (in-kind),EF_11,อาหารสำเร็จรูปที่ซื้อมา (บริโภคที่บ้าน),Prepared food (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF1202A,ข้าวผัด (ตัวเงิน),Fried rice (cash),EF1202A,ข้าวผัด (ตัวเงิน),Fried rice (cash),EF12A,อาหารสำเร็จรูปที่ซื้อมา (บริโภคที่บ้าน) (ตัวเงิน),Prepared food (consumed at home) (cash),EF_11,อาหารสำเร็จรูปที่ซื้อมา (บริโภคที่บ้าน),Prepared food (consumed at home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
